6.526966e-02 3.729151e-02 -8.798671e-03 -2.466691e-02 2.703145e-02 -4.742834e-02 5.904907e-02 -2.043044e-02 7.492802e-03 -8.178530e-02 4.849649e-02 -1.026527e-02 -1.313602e-02 -2.052021e-02 -1.593587e-02 2.091404e-02
5.085863e-02 -1.315790e-02 8.042968e-03 5.118298e-02 2.473728e-02 7.841734e-03 1.224677e-02 -4.969654e-02 5.485568e-02 -5.785551e-03 5.890889e-02 3.261468e-02 -6.585371e-03 2.234780e-03 1.829732e-02 2.132040e-02
1.726123e-02 -1.273504e-02 -8.296235e-03 4.421391e-03 3.114319e-02 -5.619133e-02 2.717773e-02 -5.018081e-03 2.916411e-02 -1.029486e-01 4.679054e-02 -6.170572e-02 8.826651e-03 -4.943448e-02 2.601914e-02 3.059125e-02
5.221659e-02 -2.778720e-02 -6.653753e-02 3.307381e-02 3.590185e-02 1.564906e-02 -2.102853e-02 7.006399e-04 -2.223150e-03 5.610115e-02 9.384631e-02 -2.299779e-02 4.552523e-02 -1.153792e-04 -1.807456e-02 6.032200e-02
3.148796e-03 -3.429332e-02 -2.965095e-02 1.783543e-02 -2.846642e-03 3.277215e-02 -3.765427e-02 -1.296487e-03 -2.221994e-02 -2.899448e-02 1.950657e-02 5.170903e-02 6.040403e-02 5.664011e-03 -2.610014e-02 6.480192e-02
8.158397e-02 -5.190093e-02 -3.834779e-02 -3.048934e-02 2.001295e-02 -2.227330e-03 2.414707e-02 -1.317780e-02 2.171653e-02 6.303419e-02 -1.631881e-01 4.929578e-02 2.024998e-02 1.933465e-02 -2.259425e-02 -7.418484e-03
3.694110e-02 -3.949946e-03 -1.802165e-02 -8.939558e-03 1.100034e-02 -4.957577e-02 3.671085e-02 -1.264769e-02 -2.061108e-02 1.968286e-02 2.067277e-03 -3.474155e-02 -1.422921e-02 -6.340428e-02 5.944328e-02 1.997625e-02
4.766260e-03 -4.878277e-03 -2.177635e-02 2.775090e-02 -2.788888e-02 5.294996e-02 3.051800e-02 2.867698e-02 8.466255e-03 6.656298e-02 5.572353e-02 -3.465334e-02 2.071769e-03 1.677373e-02 4.375921e-03 6.822293e-02
3.512022e-02 6.674510e-03 1.568501e-02 -5.995967e-02 4.260285e-02 1.247415e-02 4.460331e-04 -5.323351e-02 -9.832495e-03 3.704193e-02 -1.872028e-02 -6.144311e-02 3.071732e-02 -5.371077e-02 -1.564936e-02 1.183106e-02
-3.686522e-03 2.986254e-02 -1.338152e-02 -1.360662e-02 -3.800678e-03 -3.962998e-03 -1.094389e-02 1.668097e-02 4.311110e-02 -2.470050e-02 -1.016094e-02 -4.418520e-04 -1.207585e-02 -4.596097e-02 6.055108e-04 5.512867e-04
6.231843e-02 2.899682e-02 6.771922e-03 -1.315157e-02 -3.442044e-02 -5.827099e-03 -2.819004e-02 6.810472e-03 1.740239e-02 1.379326e-01 2.830415e-04 7.721349e-02 2.341296e-02 7.799441e-02 -5.670011e-02 2.295868e-02
-2.221452e-02 2.893063e-02 2.895938e-02 3.764156e-02 -2.926787e-02 9.103228e-03 -6.381899e-02 1.122097e-02 5.237989e-02 1.007992e-01 2.185455e-02 1.662082e-02 -2.267970e-02 -3.849500e-02 4.175222e-02 1.575994e-02
7.458698e-02 5.455724e-02 -4.268991e-03 -1.093801e-02 -7.207751e-02 5.239043e-02 -1.527505e-02 5.786266e-02 -2.040490e-02 3.903591e-02 5.378576e-02 1.726292e-03 -2.554722e-02 1.781919e-03 -2.934647e-02 2.364158e-02
-2.552421e-02 -4.005005e-02 5.699555e-02 -1.451259e-02 1.785594e-02 6.317268e-02 -6.172243e-02 -1.868617e-02 3.548735e-02 7.129259e-02 -3.342025e-02 5.808060e-02 2.594902e-02 2.983654e-02 -3.239691e-03 -2.446637e-03
5.763236e-02 -1.327778e-02 -3.738453e-02 -3.952131e-02 -2.915598e-02 1.655683e-02 -3.019768e-02 -2.158706e-02 -3.333018e-02 3.855154e-02 9.861309e-03 -2.054581e-02 7.666605e-03 -3.836115e-02 -2.563075e-02 4.903464e-02
5.359069e-02 -6.049393e-03 1.832953e-03 8.561736e-03 1.817041e-02 -4.783760e-03 -4.497307e-02 5.565549e-02 7.652747e-03 4.505427e-02 6.721935e-02 3.460038e-02 2.511375e-02 -2.945532e-02 1.674800e-02 2.233210e-02
2.483304e-03 5.678959e-02 1.402545e-02 3.738724e-02 -4.684950e-02 8.743096e-03 -7.287225e-03 2.808270e-02 -7.966317e-03 -7.517724e-02 -3.495100e-02 -9.586555e-03 7.559140e-03 9.585635e-03 4.753866e-03 -3.132677e-02
5.742688e-02 2.406103e-02 -1.733704e-02 -2.441941e-03 6.900012e-02 -3.911168e-02 2.241445e-02 -4.456073e-02 9.319941e-03 1.265865e-01 2.894713e-02 1.970212e-02 1.349845e-02 2.067945e-02 4.805440e-02 3.039595e-02
-2.410892e-02 2.066836e-02 -5.587312e-04 -2.692958e-03 -7.148860e-02 1.065506e-02 -9.450896e-03 7.562416e-02 -7.864382e-02 -3.468007e-02 -3.997135e-02 -1.004810e-02 -5.323185e-02 6.443500e-02 -5.687739e-03 -1.641735e-02
2.408575e-02 6.292837e-03 1.918035e-02 -2.062904e-02 -2.522249e-02 3.407077e-02 3.250271e-02 -3.272190e-02 -3.270817e-02 -4.846811e-02 -4.316449e-02 -4.129443e-02 -1.959968e-02 -2.268318e-02 1.893883e-03 -5.014019e-02
4.924905e-02 -4.053330e-02 4.606033e-02 5.586284e-02 2.018712e-02 6.195861e-02 -1.129461e-02 -4.279519e-02 -2.289421e-02 2.864791e-02 1.880676e-02 1.776965e-02 1.298449e-02 1.469683e-04 -2.825096e-02 5.040069e-02
-2.588071e-02 -3.036106e-02 -3.129680e-03 7.883618e-03 2.524212e-02 -5.067282e-02 7.642573e-02 -1.419736e-02 2.595530e-02 -4.488010e-02 1.246595e-02 1.347852e-02 8.673356e-02 -1.123943e-02 5.880712e-03 9.698416e-02
3.593716e-02 -4.698961e-02 -4.470261e-02 2.301185e-02 -3.876006e-04 3.039118e-02 -5.262483e-02 1.109305e-02 -5.719422e-02 8.524741e-03 -2.373044e-02 2.231077e-02 3.217952e-02 5.673924e-03 1.966454e-03 1.597850e-02
-6.681758e-02 2.048620e-02 3.716365e-02 -6.344859e-03 -7.070562e-03 -3.962756e-02 1.289654e-02 -2.451629e-02 -1.896976e-02 -4.678524e-02 1.977984e-02 1.351013e-02 -5.632479e-03 -4.244869e-02 -2.596717e-02 2.971346e-02
8.981595e-03 -2.287188e-02 2.281500e-03 3.539904e-02 -3.246271e-02 -2.638334e-02 -1.046830e-02 -2.753627e-02 -2.337579e-02 -6.608377e-02 3.374956e-02 -7.834934e-03 -3.347459e-02 -2.101404e-02 1.229474e-03 -1.828969e-02
2.383785e-02 -5.272214e-03 2.321313e-02 9.598588e-03 -2.535846e-02 1.743709e-04 2.186668e-02 1.051392e-02 -1.420150e-02 -1.603602e-02 -9.639241e-02 3.984954e-03 3.875156e-02 -1.429462e-02 -2.217916e-02 3.258384e-02
